"orthology_group","gene_stable_id","protein_stable_id","species","orthology_designation"
"000066002","ENSDARG00000030357","ENSDARP00000112576","danio_rerio","all life"
"000066002","ENSG00000138079","ENSP00000260649","homo_sapiens","all life"
"000066002","ENSG00000168003","ENSP00000367123","homo_sapiens","all life"
"000066002","ENSG00000240038","ENSP00000354610","homo_sapiens","all life"
"000066002","ENSG00000243480","ENSP00000481450","homo_sapiens","all life"
"000066002","ENSMUSG00000070360","ENSMUSP00000118962","mus_musculus","all life"
"000066002","ENSMUSG00000074264","ENSMUSP00000070368","mus_musculus","all life"
"000066002","ENSMUSG00000074268","ENSMUSP00000096270","mus_musculus","all life"
"000066002","ENSMUSG00000093931","ENSMUSP00000136894","mus_musculus","all life"
"000066002","ENSMUSG00000096569","ENSMUSP00000096264","mus_musculus","all life"
"000066002","ENSMUSG00000096770","ENSMUSP00000137025","mus_musculus","all life"
"000066002","FBgn0000078","FBpp0086136","drosophila_melanogaster","all life"
"000066002","FBgn0000079","FBpp0311627","drosophila_melanogaster","all life"
"000066002","FBgn0002569","FBpp0087826","drosophila_melanogaster","all life"
"000066002","FBgn0002570","FBpp0087838","drosophila_melanogaster","all life"
"000066002","FBgn0002571","FBpp0087837","drosophila_melanogaster","all life"
"000066002","FBgn0020506","FBpp0086263","drosophila_melanogaster","all life"
"000066002","FBgn0032381","FBpp0079859","drosophila_melanogaster","all life"
"000066002","FBgn0032382","FBpp0423051","drosophila_melanogaster","all life"
"000066002","FBgn0033294","FBpp0087827","drosophila_melanogaster","all life"
"000066002","FBgn0033296","FBpp0311600","drosophila_melanogaster","all life"
"000066002","FBgn0033297","FBpp0087831","drosophila_melanogaster","all life"
"000066002","FBgn0037533","FBpp0303762","drosophila_melanogaster","all life"
"000066002","FBgn0050359","FBpp0087828","drosophila_melanogaster","all life"
"000066002","FBgn0050360","FBpp0312227","drosophila_melanogaster","all life"
"000066002","SPAC23D3.14c","SPAC23D3.14c.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPAC25H1.09","SPAC25H1.09.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPAC27E2.01","SPAC27E2.01.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPBC1683.07","SPBC1683.07.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPBC16A3.13","SPBC16A3.13.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPCC11E10.09c","SPCC11E10.09c.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPCC63.02c","SPCC63.02c.1:pep","schizosaccharomyces_pombe","all life"
"000066002","SPCC757.12","SPCC757.12.1:pep","schizosaccharomyces_pombe","all life"
"000066002","WBGene00000224","F26D10.9a.1","caenorhabditis_elegans","all life"
"000066002","WBGene00000225","C38C6.2a.1","caenorhabditis_elegans","all life"
"000066002","WBGene00008220","C50B6.7.1","caenorhabditis_elegans","all life"
"000066002","YBR299W","YBR299W","saccharomyces_cerevisiae","all life"
"000066002","YGR287C","YGR287C","saccharomyces_cerevisiae","all life"
"000066002","YGR292W","YGR292W","saccharomyces_cerevisiae","all life"
"000066002","YIL172C","YIL172C","saccharomyces_cerevisiae","all life"
"000066002","YJL216C","YJL216C","saccharomyces_cerevisiae","all life"
"000066002","YJL221C","YJL221C","saccharomyces_cerevisiae","all life"
"000066002","YOL157C","YOL157C","saccharomyces_cerevisiae","all life"
"000066002","b0403","AAC73506","escherichia_coli","all life"
"000066002","b1309","AAC74391","escherichia_coli","all life"
"000066002","b1927","AAC74994","escherichia_coli","all life"
"000066002","b3431","AAC76456","escherichia_coli","all life"
"000066002","b3571","AAC76595","escherichia_coli","all life"
"000066002","b4239","AAC77196","escherichia_coli","all life"
"000066003","AT1G03310","AT1G03310.2","arabidopsis_thaliana","all life"
"000066003","AT1G69830","AT1G69830.1","arabidopsis_thaliana","all life"
"000066003","AT1G76130","AT1G76130.2","arabidopsis_thaliana","all life"
"000066003","AT2G39930","AT2G39930.1","arabidopsis_thaliana","all life"
"000066003","AT3G20440","AT3G20440.2","arabidopsis_thaliana","all life"
"000066003","AT4G09020","AT4G09020.1","arabidopsis_thaliana","all life"
"000066003","AT4G25000","AT4G25000.1","arabidopsis_thaliana","all life"
"000066003","AT5G01260","AT5G01260.2","arabidopsis_thaliana","all life"
"000066003","AT5G04360","AT5G04360.2","arabidopsis_thaliana","all life"
"000066003","ENSDARG00000009443","ENSDARP00000014921","danio_rerio","all life"
"000066003","ENSDARG00000013856","ENSDARP00000021453","danio_rerio","all life"
"000066003","ENSDARG00000030357","ENSDARP00000112576","danio_rerio","all life"
"000066003","ENSG00000138079","ENSP00000260649","homo_sapiens","all life"
"000066003","ENSG00000168003","ENSP00000367123","homo_sapiens","all life"
"000066003","ENSG00000237763","ENSP00000359100","homo_sapiens","all life"
"000066003","ENSG00000240038","ENSP00000354610","homo_sapiens","all life"
"000066003","ENSG00000243480","ENSP00000481450","homo_sapiens","all life"
"000066003","ENSMUSG00000070360","ENSMUSP00000118962","mus_musculus","all life"
"000066003","ENSMUSG00000074264","ENSMUSP00000070368","mus_musculus","all life"
"000066003","ENSMUSG00000074268","ENSMUSP00000096270","mus_musculus","all life"
"000066003","ENSMUSG00000093931","ENSMUSP00000136894","mus_musculus","all life"
"000066003","ENSMUSG00000096569","ENSMUSP00000096264","mus_musculus","all life"
"000066003","ENSMUSG00000096770","ENSMUSP00000137025","mus_musculus","all life"
"000066003","FBgn0000078","FBpp0086136","drosophila_melanogaster","all life"
"000066003","FBgn0000079","FBpp0311627","drosophila_melanogaster","all life"
"000066003","FBgn0002569","FBpp0087826","drosophila_melanogaster","all life"
"000066003","FBgn0002570","FBpp0087838","drosophila_melanogaster","all life"
"000066003","FBgn0002571","FBpp0087837","drosophila_melanogaster","all life"
"000066003","FBgn0020506","FBpp0086263","drosophila_melanogaster","all life"
"000066003","FBgn0032381","FBpp0079859","drosophila_melanogaster","all life"
"000066003","FBgn0032382","FBpp0423051","drosophila_melanogaster","all life"
"000066003","FBgn0033294","FBpp0087827","drosophila_melanogaster","all life"
"000066003","FBgn0033296","FBpp0311600","drosophila_melanogaster","all life"
"000066003","FBgn0033297","FBpp0087831","drosophila_melanogaster","all life"
"000066003","FBgn0037533","FBpp0303762","drosophila_melanogaster","all life"
"000066003","FBgn0050359","FBpp0087828","drosophila_melanogaster","all life"
"000066003","FBgn0050360","FBpp0312227","drosophila_melanogaster","all life"
"000066003","SPAC23D3.14c","SPAC23D3.14c.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPAC25H1.09","SPAC25H1.09.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPAC27E2.01","SPAC27E2.01.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPBC1683.07","SPBC1683.07.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPBC16A3.13","SPBC16A3.13.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPCC11E10.09c","SPCC11E10.09c.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPCC63.02c","SPCC63.02c.1:pep","schizosaccharomyces_pombe","all life"
"000066003","SPCC757.12","SPCC757.12.1:pep","schizosaccharomyces_pombe","all life"
"000066003","WBGene00000224","F26D10.9a.1","caenorhabditis_elegans","all life"
"000066003","WBGene00000225","C38C6.2a.1","caenorhabditis_elegans","all life"
"000066003","WBGene00008220","C50B6.7.1","caenorhabditis_elegans","all life"
"000066003","YBR299W","YBR299W","saccharomyces_cerevisiae","all life"
"000066003","YGR287C","YGR287C","saccharomyces_cerevisiae","all life"
"000066003","YGR292W","YGR292W","saccharomyces_cerevisiae","all life"
"000066003","YIL172C","YIL172C","saccharomyces_cerevisiae","all life"
"000066003","YJL216C","YJL216C","saccharomyces_cerevisiae","all life"
"000066003","YJL221C","YJL221C","saccharomyces_cerevisiae","all life"
"000066003","YOL157C","YOL157C","saccharomyces_cerevisiae","all life"
"000066003","b0403","AAC73506","escherichia_coli","all life"
"000066003","b1309","AAC74391","escherichia_coli","all life"
"000066003","b1927","AAC74994","escherichia_coli","all life"
"000066003","b3431","AAC76456","escherichia_coli","all life"
"000066003","b3571","AAC76595","escherichia_coli","all life"
"000066003","b4239","AAC77196","escherichia_coli","all life"
"000066004","AT1G03310","AT1G03310.2","arabidopsis_thaliana","all life"
"000066004","AT1G69830","AT1G69830.1","arabidopsis_thaliana","all life"
"000066004","AT1G76130","AT1G76130.2","arabidopsis_thaliana","all life"
"000066004","AT2G39930","AT2G39930.1","arabidopsis_thaliana","all life"
"000066004","AT3G20440","AT3G20440.2","arabidopsis_thaliana","all life"
"000066004","AT4G09020","AT4G09020.1","arabidopsis_thaliana","all life"
"000066004","AT4G25000","AT4G25000.1","arabidopsis_thaliana","all life"
"000066004","AT5G01260","AT5G01260.2","arabidopsis_thaliana","all life"
"000066004","AT5G04360","AT5G04360.2","arabidopsis_thaliana","all life"
"000066004","ENSDARG00000009443","ENSDARP00000014921","danio_rerio","all life"
"000066004","ENSDARG00000013856","ENSDARP00000021453","danio_rerio","all life"
"000066004","ENSDARG00000030357","ENSDARP00000112576","danio_rerio","all life"
"000066004","ENSG00000138079","ENSP00000260649","homo_sapiens","all life"
"000066004","ENSG00000168003","ENSP00000367123","homo_sapiens","all life"
"000066004","ENSG00000174876","ENSP00000330484","homo_sapiens","all life"
"000066004","ENSG00000237763","ENSP00000359100","homo_sapiens","all life"
"000066004","ENSG00000240038","ENSP00000354610","homo_sapiens","all life"
"000066004","ENSG00000243480","ENSP00000481450","homo_sapiens","all life"
"000066004","ENSMUSG00000070360","ENSMUSP00000118962","mus_musculus","all life"
"000066004","ENSMUSG00000074264","ENSMUSP00000070368","mus_musculus","all life"
"000066004","ENSMUSG00000074268","ENSMUSP00000096270","mus_musculus","all life"
"000066004","ENSMUSG00000093931","ENSMUSP00000136894","mus_musculus","all life"
"000066004","ENSMUSG00000096569","ENSMUSP00000096264","mus_musculus","all life"
"000066004","ENSMUSG00000096770","ENSMUSP00000137025","mus_musculus","all life"
"000066004","FBgn0000078","FBpp0086136","drosophila_melanogaster","all life"
"000066004","FBgn0000079","FBpp0311627","drosophila_melanogaster","all life"
"000066004","FBgn0002569","FBpp0087826","drosophila_melanogaster","all life"
"000066004","FBgn0002570","FBpp0087838","drosophila_melanogaster","all life"
"000066004","FBgn0002571","FBpp0087837","drosophila_melanogaster","all life"
"000066004","FBgn0020506","FBpp0086263","drosophila_melanogaster","all life"
"000066004","FBgn0032381","FBpp0079859","drosophila_melanogaster","all life"
"000066004","FBgn0032382","FBpp0423051","drosophila_melanogaster","all life"
"000066004","FBgn0033294","FBpp0087827","drosophila_melanogaster","all life"
"000066004","FBgn0033296","FBpp0311600","drosophila_melanogaster","all life"
"000066004","FBgn0033297","FBpp0087831","drosophila_melanogaster","all life"
"000066004","FBgn0037533","FBpp0303762","drosophila_melanogaster","all life"
"000066004","FBgn0050359","FBpp0087828","drosophila_melanogaster","all life"
"000066004","FBgn0050360","FBpp0312227","drosophila_melanogaster","all life"
"000066004","SPAC23D3.14c","SPAC23D3.14c.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPAC25H1.09","SPAC25H1.09.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPAC27E2.01","SPAC27E2.01.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPBC1683.07","SPBC1683.07.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPBC16A3.13","SPBC16A3.13.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPCC11E10.09c","SPCC11E10.09c.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPCC63.02c","SPCC63.02c.1:pep","schizosaccharomyces_pombe","all life"
"000066004","SPCC757.12","SPCC757.12.1:pep","schizosaccharomyces_pombe","all life"
"000066004","WBGene00000224","F26D10.9a.1","caenorhabditis_elegans","all life"
"000066004","WBGene00000225","C38C6.2a.1","caenorhabditis_elegans","all life"
"000066004","WBGene00008220","C50B6.7.1","caenorhabditis_elegans","all life"
"000066004","YBR299W","YBR299W","saccharomyces_cerevisiae","all life"
"000066004","YGR287C","YGR287C","saccharomyces_cerevisiae","all life"
"000066004","YGR292W","YGR292W","saccharomyces_cerevisiae","all life"
"000066004","YIL172C","YIL172C","saccharomyces_cerevisiae","all life"
"000066004","YJL216C","YJL216C","saccharomyces_cerevisiae","all life"
"000066004","YJL221C","YJL221C","saccharomyces_cerevisiae","all life"
"000066004","YOL157C","YOL157C","saccharomyces_cerevisiae","all life"
"000066004","b0403","AAC73506","escherichia_coli","all life"
"000066004","b1309","AAC74391","escherichia_coli","all life"
"000066004","b1927","AAC74994","escherichia_coli","all life"
"000066004","b3431","AAC76456","escherichia_coli","all life"
"000066004","b3571","AAC76595","escherichia_coli","all life"
"000066004","b4239","AAC77196","escherichia_coli","all life"
"000066005","AT1G03310","AT1G03310.2","arabidopsis_thaliana","all life"
"000066005","AT1G69830","AT1G69830.1","arabidopsis_thaliana","all life"
"000066005","AT1G76130","AT1G76130.2","arabidopsis_thaliana","all life"
"000066005","AT2G39930","AT2G39930.1","arabidopsis_thaliana","all life"
"000066005","AT3G20440","AT3G20440.2","arabidopsis_thaliana","all life"
"000066005","AT4G09020","AT4G09020.1","arabidopsis_thaliana","all life"
"000066005","AT4G25000","AT4G25000.1","arabidopsis_thaliana","all life"
"000066005","AT5G01260","AT5G01260.2","arabidopsis_thaliana","all life"
"000066005","AT5G04360","AT5G04360.2","arabidopsis_thaliana","all life"
"000066005","ENSDARG00000009443","ENSDARP00000014921","danio_rerio","all life"
"000066005","ENSDARG00000013856","ENSDARP00000021453","danio_rerio","all life"
"000066005","ENSDARG00000030357","ENSDARP00000112576","danio_rerio","all life"
"000066005","ENSG00000138079","ENSP00000260649","homo_sapiens","all life"
"000066005","ENSG00000168003","ENSP00000367123","homo_sapiens","all life"
"000066005","ENSG00000174876","ENSP00000330484","homo_sapiens","all life"
"000066005","ENSG00000187733","ENSP00000359096","homo_sapiens","all life"
"000066005","ENSG00000237763","ENSP00000359100","homo_sapiens","all life"
"000066005","ENSG00000240038","ENSP00000354610","homo_sapiens","all life"
"000066005","ENSG00000243480","ENSP00000481450","homo_sapiens","all life"
"000066005","ENSMUSG00000070360","ENSMUSP00000118962","mus_musculus","all life"
"000066005","ENSMUSG00000074264","ENSMUSP00000070368","mus_musculus","all life"
"000066005","ENSMUSG00000074268","ENSMUSP00000096270","mus_musculus","all life"
"000066005","ENSMUSG00000093931","ENSMUSP00000136894","mus_musculus","all life"
"000066005","ENSMUSG00000096569","ENSMUSP00000096264","mus_musculus","all life"
"000066005","ENSMUSG00000096770","ENSMUSP00000137025","mus_musculus","all life"
"000066005","FBgn0000078","FBpp0086136","drosophila_melanogaster","all life"
"000066005","FBgn0000079","FBpp0311627","drosophila_melanogaster","all life"
"000066005","FBgn0002569","FBpp0087826","drosophila_melanogaster","all life"
"000066005","FBgn0002570","FBpp0087838","drosophila_melanogaster","all life"
"000066005","FBgn0002571","FBpp0087837","drosophila_melanogaster","all life"
"000066005","FBgn0020506","FBpp0086263","drosophila_melanogaster","all life"
"000066005","FBgn0032381","FBpp0079859","drosophila_melanogaster","all life"
"000066005","FBgn0032382","FBpp0423051","drosophila_melanogaster","all life"
"000066005","FBgn0033294","FBpp0087827","drosophila_melanogaster","all life"
"000066005","FBgn0033296","FBpp0311600","drosophila_melanogaster","all life"
"000066005","FBgn0033297","FBpp0087831","drosophila_melanogaster","all life"
"000066005","FBgn0037533","FBpp0303762","drosophila_melanogaster","all life"
"000066005","FBgn0050359","FBpp0087828","drosophila_melanogaster","all life"
"000066005","FBgn0050360","FBpp0312227","drosophila_melanogaster","all life"
"000066005","SPAC23D3.14c","SPAC23D3.14c.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPAC25H1.09","SPAC25H1.09.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPAC27E2.01","SPAC27E2.01.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPBC1683.07","SPBC1683.07.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPBC16A3.13","SPBC16A3.13.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPCC11E10.09c","SPCC11E10.09c.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPCC63.02c","SPCC63.02c.1:pep","schizosaccharomyces_pombe","all life"
"000066005","SPCC757.12","SPCC757.12.1:pep","schizosaccharomyces_pombe","all life"
"000066005","WBGene00000224","F26D10.9a.1","caenorhabditis_elegans","all life"
"000066005","WBGene00000225","C38C6.2a.1","caenorhabditis_elegans","all life"
"000066005","WBGene00008220","C50B6.7.1","caenorhabditis_elegans","all life"
"000066005","YBR299W","YBR299W","saccharomyces_cerevisiae","all life"
"000066005","YGR287C","YGR287C","saccharomyces_cerevisiae","all life"
"000066005","YGR292W","YGR292W","saccharomyces_cerevisiae","all life"
"000066005","YIL172C","YIL172C","saccharomyces_cerevisiae","all life"
"000066005","YJL216C","YJL216C","saccharomyces_cerevisiae","all life"
"000066005","YJL221C","YJL221C","saccharomyces_cerevisiae","all life"
"000066005","YOL157C","YOL157C","saccharomyces_cerevisiae","all life"
"000066005","b0403","AAC73506","escherichia_coli","all life"
"000066005","b1309","AAC74391","escherichia_coli","all life"
"000066005","b1927","AAC74994","escherichia_coli","all life"
"000066005","b3431","AAC76456","escherichia_coli","all life"
"000066005","b3571","AAC76595","escherichia_coli","all life"
"000066005","b4239","AAC77196","escherichia_coli","all life"
"000066025","AT5G27470","AT5G27470.1","arabidopsis_thaliana","all life"
"000066025","ENSDARG00000008237","ENSDARP00000015775","danio_rerio","all life"
"000066025","ENSG00000031698","ENSP00000358939","homo_sapiens","all life"
"000066025","ENSG00000104835","ENSP00000472847","homo_sapiens","all life"
"000066025","ENSG00000269547","ENSP00000472465","homo_sapiens","all life"
"000066025","ENSMUSG00000068739","ENSMUSP00000099685","mus_musculus","all life"
"000066025","FBgn0031497","FBpp0077351","drosophila_melanogaster","all life"
"000066025","SPAC29A4.15","SPAC29A4.15.1:pep","schizosaccharomyces_pombe","all life"
"000066025","WBGene00005663","C47E12.1.1","caenorhabditis_elegans","all life"
"000066025","YDR023W","YDR023W","saccharomyces_cerevisiae","all life"
"000066025","b0893","AAC73979","escherichia_coli","all life"
"000066114","AT1G07670","AT1G07670.2","arabidopsis_thaliana","all life"
"000066114","AT1G07810","AT1G07810.1","arabidopsis_thaliana","all life"
"000066114","AT1G10130","AT1G10130.1","arabidopsis_thaliana","all life"
"000066114","AT1G17260","AT1G17260.1","arabidopsis_thaliana","all life"
"000066114","AT1G27770","AT1G27770.1","arabidopsis_thaliana","all life"
"000066114","AT1G63440","AT1G63440.1","arabidopsis_thaliana","all life"
"000066114","AT1G80660","AT1G80660.1","arabidopsis_thaliana","all life"
"000066114","AT2G07560","AT2G07560.1","arabidopsis_thaliana","all life"
"000066114","AT2G18960","AT2G18960.1","arabidopsis_thaliana","all life"
"000066114","AT2G19110","AT2G19110.2","arabidopsis_thaliana","all life"
"000066114","AT2G22950","AT2G22950.1","arabidopsis_thaliana","all life"
"000066114","AT2G24520","AT2G24520.2","arabidopsis_thaliana","all life"
"000066114","AT2G41560","AT2G41560.1","arabidopsis_thaliana","all life"
"000066114","AT3G42640","AT3G42640.1","arabidopsis_thaliana","all life"
"000066114","AT3G47950","AT3G47950.1","arabidopsis_thaliana","all life"
"000066114","AT3G57330","AT3G57330.1","arabidopsis_thaliana","all life"
"000066114","AT3G60330","AT3G60330.4","arabidopsis_thaliana","all life"
"000066114","AT4G00900","AT4G00900.1","arabidopsis_thaliana","all life"
"000066114","AT4G11730","AT4G11730.1","arabidopsis_thaliana","all life"
"000066114","AT4G30190","AT4G30190.2","arabidopsis_thaliana","all life"
"000066114","AT4G33520","AT4G33520.2","arabidopsis_thaliana","all life"
"000066114","AT4G37270","AT4G37270.1","arabidopsis_thaliana","all life"
"000066114","AT4G37640","AT4G37640.1","arabidopsis_thaliana","all life"
"000066114","AT5G21930","AT5G21930.1","arabidopsis_thaliana","all life"
"000066114","AT5G57350","AT5G57350.1","arabidopsis_thaliana","all life"
"000066114","AT5G62670","AT5G62670.1","arabidopsis_thaliana","all life"
"000066114","ENSDARG00000001870","ENSDARP00000048827","danio_rerio","all life"
"000066114","ENSDARG00000002791","ENSDARP00000075490","danio_rerio","all life"
"000066114","ENSDARG00000007739","ENSDARP00000024210","danio_rerio","all life"
"000066114","ENSDARG00000019856","ENSDARP00000021569","danio_rerio","all life"
"000066114","ENSDARG00000039131","ENSDARP00000094626","danio_rerio","all life"
"000066114","ENSDARG00000040252","ENSDARP00000013042","danio_rerio","all life"
"000066114","ENSG00000067842","ENSP00000263519","homo_sapiens","all life"
"000066114","ENSG00000070961","ENSP00000392043","homo_sapiens","all life"
"000066114","ENSG00000074370","ENSP00000353072","homo_sapiens","all life"
"000066114","ENSG00000075673","ENSP00000218548","homo_sapiens","all life"
"000066114","ENSG00000105409","ENSP00000444688","homo_sapiens","all life"
"000066114","ENSG00000105675","ENSP00000262623","homo_sapiens","all life"
"000066114","ENSG00000105726","ENSP00000349877","homo_sapiens","all life"
"000066114","ENSG00000123191","ENSP00000242839","homo_sapiens","all life"
"000066114","ENSG00000159363","ENSP00000327214","homo_sapiens","all life"
"000066114","ENSG00000163399","ENSP00000445306","homo_sapiens","all life"
"000066114","ENSG00000165240","ENSP00000345728","homo_sapiens","all life"
"000066114","ENSG00000174437","ENSP00000440045","homo_sapiens","all life"
"000066114","ENSG00000285505","ENSP00000494711","homo_sapiens","all life"
"000066114","ENSMUSG00000033161","ENSMUSP00000039657","mus_musculus","all life"
"000066114","FBgn0267363","FBpp0312297","drosophila_melanogaster","all life"
"000066114","SPAC1071.10c","SPAC1071.10c.1:pep","schizosaccharomyces_pombe","all life"
"000066114","SPBC839.06","SPBC839.06.1:pep","schizosaccharomyces_pombe","all life"
"000066114","SPCC1020.01c","SPCC1020.01c.1:pep","schizosaccharomyces_pombe","all life"
"000066114","WBGene00003153","Y67D8C.10b.1","caenorhabditis_elegans","all life"
"000066114","WBGene00007248","C01G12.8.1","caenorhabditis_elegans","all life"
"000066114","WBGene00013672","Y105E8A.12a.1","caenorhabditis_elegans","all life"
"000066114","WBGene00019875","R05C11.3.1","caenorhabditis_elegans","all life"
"000066114","YBR295W","YBR295W","saccharomyces_cerevisiae","all life"
"000066114","YDR038C","YDR038C","saccharomyces_cerevisiae","all life"
"000066114","YDR039C","YDR039C","saccharomyces_cerevisiae","all life"
"000066114","YDR040C","YDR040C","saccharomyces_cerevisiae","all life"
"000066114","YGL008C","YGL008C","saccharomyces_cerevisiae","all life"
"000066114","YPL036W","YPL036W","saccharomyces_cerevisiae","all life"
"000066114","b0697","AAC73791","escherichia_coli","all life"
"000066114","b3469","AAC76494","escherichia_coli","all life"
"000066114","b4242","AAC77199","escherichia_coli","all life"
"000066128","AT2G25840","AT2G25840.2","arabidopsis_thaliana","all life"
"000066128","ENSDARG00000011801","ENSDARP00000010571","danio_rerio","all life"
"000066128","ENSG00000116874","ENSP00000235521","homo_sapiens","all life"
"000066128","ENSG00000140105","ENSP00000347495","homo_sapiens","all life"
"000066128","ENSMUSG00000004233","ENSMUSP00000004343","mus_musculus","all life"
"000066128","FBgn0036763","FBpp0074907","drosophila_melanogaster","all life"
"000066128","SPAC3G9.13c","SPAC3G9.13c.1:pep","schizosaccharomyces_pombe","all life"
"000066128","WBGene00006946","C34E10.4b.1","caenorhabditis_elegans","all life"
"000066128","YDR268W","YDR268W","saccharomyces_cerevisiae","all life"
"000066128","b3384","AAC76409","escherichia_coli","all life"
"000066129","AT3G14130","AT3G14130.1","arabidopsis_thaliana","all life"
"000066129","AT3G14150","AT3G14150.1","arabidopsis_thaliana","all life"
"000066129","AT3G14415","AT3G14415.2","arabidopsis_thaliana","all life"
"000066129","AT3G14420","AT3G14420.1","arabidopsis_thaliana","all life"
"000066129","AT4G18360","AT4G18360.4","arabidopsis_thaliana","all life"
"000066129","ENSDARG00000027992","ENSDARP00000037427","danio_rerio","all life"
"000066129","ENSG00000101323","ENSP00000368066","homo_sapiens","all life"
"000066129","ENSG00000116882","ENSP00000354314","homo_sapiens","all life"
"000066129","ENSG00000172508","ENSP00000389009","homo_sapiens","all life"
"000066129","ENSMUSG00000027870","ENSMUSP00000029464","mus_musculus","all life"
"000066129","FBgn0061356","FBpp0099609","drosophila_melanogaster","all life"
"000066129","SPAPB1A11.03","SPAPB1A11.03.1:pep","schizosaccharomyces_pombe","all life"
"000066129","WBGene00018286","F41E6.5b.2","caenorhabditis_elegans","all life"
"000066129","YML054C","YML054C","saccharomyces_cerevisiae","all life"
"000066129","b3605","AAC76629","escherichia_coli","all life"
"000066130","AT1G02000","AT1G02000.1","arabidopsis_thaliana","all life"
"000066130","AT1G08200","AT1G08200.1","arabidopsis_thaliana","all life"
"000066130","AT1G09340","AT1G09340.2","arabidopsis_thaliana","all life"
"000066130","AT1G09480","AT1G09480.1","arabidopsis_thaliana","all life"
"000066130","AT1G09490","AT1G09490.1","arabidopsis_thaliana","all life"
"000066130","AT1G09500","AT1G09500.1","arabidopsis_thaliana","all life"
"000066130","AT1G09510","AT1G09510.1","arabidopsis_thaliana","all life"
"000066130","AT1G12780","AT1G12780.1","arabidopsis_thaliana","all life"
"000066130","AT1G15950","AT1G15950.1","arabidopsis_thaliana","all life"
"000066130","AT1G16720","AT1G16720.2","arabidopsis_thaliana","all life"
"000066130","AT1G17890","AT1G17890.1","arabidopsis_thaliana","all life"
"000066130","AT1G19540","AT1G19540.1","arabidopsis_thaliana","all life"
"000066130","AT1G19690","AT1G19690.1","arabidopsis_thaliana","all life"
"000066130","AT1G25460","AT1G25460.1","arabidopsis_thaliana","all life"
"000066130","AT1G30620","AT1G30620.4","arabidopsis_thaliana","all life"
"000066130","AT1G32100","AT1G32100.1","arabidopsis_thaliana","all life"
"000066130","AT1G51410","AT1G51410.1","arabidopsis_thaliana","all life"
"000066130","AT1G61720","AT1G61720.1","arabidopsis_thaliana","all life"
"000066130","AT1G63000","AT1G63000.1","arabidopsis_thaliana","all life"
"000066130","AT1G63180","AT1G63180.1","arabidopsis_thaliana","all life"
"000066130","AT1G64440","AT1G64440.1","arabidopsis_thaliana","all life"
"000066130","AT1G66800","AT1G66800.1","arabidopsis_thaliana","all life"
"000066130","AT1G68540","AT1G68540.1","arabidopsis_thaliana","all life"
"000066130","AT1G73250","AT1G73250.1","arabidopsis_thaliana","all life"
"000066130","AT1G75280","AT1G75280.1","arabidopsis_thaliana","all life"
"000066130","AT1G75290","AT1G75290.2","arabidopsis_thaliana","all life"
"000066130","AT1G75300","AT1G75300.1","arabidopsis_thaliana","all life"
"000066130","AT1G76470","AT1G76470.1","arabidopsis_thaliana","all life"
"000066130","AT1G80820","AT1G80820.1","arabidopsis_thaliana","all life"
"000066130","AT2G02400","AT2G02400.1","arabidopsis_thaliana","all life"
"000066130","AT2G23910","AT2G23910.1","arabidopsis_thaliana","all life"
"000066130","AT2G27860","AT2G27860.1","arabidopsis_thaliana","all life"
"000066130","AT2G28755","AT2G28755.1","arabidopsis_thaliana","all life"
"000066130","AT2G28760","AT2G28760.4","arabidopsis_thaliana","all life"
"000066130","AT2G33590","AT2G33590.1","arabidopsis_thaliana","all life"
"000066130","AT2G33600","AT2G33600.1","arabidopsis_thaliana","all life"
"000066130","AT2G33630","AT2G33630.1","arabidopsis_thaliana","all life"
"000066130","AT2G34850","AT2G34850.2","arabidopsis_thaliana","all life"
"000066130","AT2G45310","AT2G45310.1","arabidopsis_thaliana","all life"
"000066130","AT2G45400","AT2G45400.1","arabidopsis_thaliana","all life"
"000066130","AT2G47650","AT2G47650.2","arabidopsis_thaliana","all life"
"000066130","AT3G23820","AT3G23820.1","arabidopsis_thaliana","all life"
"000066130","AT3G46440","AT3G46440.2","arabidopsis_thaliana","all life"
